Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
PA-011,Berks County,65.2,82,1.2,64
PA-013,Blair County,61.7,53,-0.2,61.9
PA-015,Bradford County,60.3,69,0.6,59.7
PA-017,Bucks County,65.8,86,1.5,64.3
PA-019,Butler County,62.4,55,-0.1,62.5
PA-021,Cambria County,60,56,-0.3,60.3
PA-023,Cameron County,59.3,39,-1,60.3
PA-025,Carbon County,60.2,55,0.2,60
PA-027,Centre County,61,45,-0.6,61.6
PA-029,Chester County,66,77,0.9,65.1
PA-031,Clarion County,61.5,71,0.6,60.9
PA-033,Clearfield County,60.3,55,0,60.3
PA-035,Clinton County,60.8,48,-0.5,61.3
PA-037,Columbia County,61.9,66,0.4,61.5
PA-039,Crawford County,61.1,70,0.6,60.5
PA-041,Cumberland County,64.9,69,0.3,64.6
PA-043,Dauphin County,64.7,80,1,63.7
PA-045,Delaware County,67.8,83,1.2,66.6
PA-047,Elk County,59.5,67,0.5,59
PA-049,Erie County,62,83,1.1,60.9
PA-051,Fayette County,63.2,60,0.1,63.1
PA-053,Forest County,60.4,73,0.7,59.7
PA-055,Franklin County,64,52,-0.3,64.3
PA-057,Fulton County,63.6,55,-0.2,63.8
PA-059,Greene County,64.6,68,0.4,64.2
PA-061,Huntingdon County,62.7,48,-0.5,63.2
PA-063,Indiana County,61.9,61,0.1,61.8
PA-065,Jefferson County,60.7,73,0.7,60
PA-067,Juniata County,62.9,37,-1.1,64
PA-069,Lackawanna County,60.1,76,1,59.1
PA-071,Lancaster County,65.8,80,1,64.8
PA-073,Lawrence County,62.6,54,-0.2,62.8
PA-075,Lebanon County,64.9,83,1.3,63.6
PA-077,Lehigh County,64.4,83,1.2,63.2
PA-079,Luzerne County,60.1,55,0.1,60
PA-081,Lycoming County,61.3,69,0.5,60.8
PA-083,McKean County,58.9,76,0.7,58.2
PA-085,Mercer County,61.7,62,0.4,61.3
PA-087,Mifflin County,62.1,33,-1.3,63.4
PA-089,Monroe County,60,69,0.7,59.3
PA-091,Montgomery County,66.8,88,1.6,65.2
PA-093,Montour County,63,68,0.5,62.5
PA-095,Northampton County,63.4,77,1,62.4
PA-097,Northumberland County,63,70,0.5,62.5
PA-099,Perry County,63.7,48,-0.3,64
PA-101,Philadelphia County,68.3,89,1.6,66.7
PA-103,Pike County,60.7,90,1.6,59.1
PA-105,Potter County,58.6,51,-0.2,58.8
PA-107,Schuylkill County,62.3,71,0.7,61.6
PA-109,Snyder County,62.9,54,-0.2,63.1
PA-111,Somerset County,60,61,-0.1,60.1
PA-113,Sullivan County,58.9,68,0.6,58.3
PA-115,Susquehanna County,60.2,76,0.9,59.3
PA-117,Tioga County,59.3,62,0.3,59
PA-119,Union County,62.6,57,0.1,62.5
PA-121,Venango County,61.4,68,0.6,60.8
PA-123,Warren County,59.8,71,0.5,59.3
PA-125,Washington County,64.5,69,0.5,64
PA-127,Wayne County,60,85,1.3,58.7
PA-129,Westmoreland County,63.4,58,0,63.4
PA-131,Wyoming County,60.7,73,0.8,59.9
PA-133,York County,65.5,80,1,64.5
RI-001,Bristol County,65.9,108,2.7,63.2
RI-003,Kent County,64.3,105,2.5,61.8
RI-005,Newport County,65.8,109,2.8,63
RI-007,Providence County,63.8,107,2.4,61.4
RI-009,Washington County,64.8,105,2.5,62.3
SC-001,Abbeville County,72.2,49,-1,73.2
SC-003,Aiken County,74.2,59,-0.1,74.3
SC-005,Allendale County,74.6,56,-0.1,74.7
SC-007,Anderson County,71.3,49,-0.9,72.2
SC-009,Bamberg County,73.8,43,-0.9,74.7
SC-011,Barnwell County,74.1,51,-0.5,74.6
SC-013,Beaufort County,77.5,82,1.1,76.4
SC-015,Berkeley County,75.5,74,0.4,75.1
SC-017,Calhoun County,74.4,60,-0.2,74.6
SC-019,Charleston County,76.3,78,0.6,75.7
SC-021,Cherokee County,70.5,48,-0.8,71.3
SC-023,Chester County,70.9,32,-1.6,72.5
SC-025,Chesterfield County,73.4,78,0.7,72.7
SC-027,Clarendon County,74.6,69,0.1,74.5
SC-029,Colleton County,75.6,72,0.6,75
SC-031,Darlington County,74.3,77,0.7,73.6
SC-033,Dillon County,73.9,73,0.4,73.5
SC-035,Dorchester County,75.6,70,0.5,75.1
SC-037,Edgefield County,73.3,53,-0.8,74.1
SC-039,Fairfield County,71.7,32,-1.7,73.4
SC-041,Florence County,74.2,70,0.1,74.1
SC-043,Georgetown County,74.6,56,-0.1,74.7
SC-045,Greenville County,69.9,48,-0.9,70.8
SC-047,Greenwood County,72.2,44,-1.2,73.4
SC-049,Hampton County,75.4,74,0.5,74.9
SC-051,Horry County,74.1,60,0,74.1
SC-053,Jasper County,76.9,89,1.2,75.7
SC-055,Kershaw County,72.9,57,-0.3,73.2
SC-057,Lancaster County,71.3,50,-0.7,72
SC-059,Laurens County,71.3,40,-1.4,72.7
SC-061,Lee County,74,74,0.4,73.6
SC-063,Lexington County,73.6,58,-0.2,73.8
SC-065,McCormick County,72.7,46,-1.2,73.9
SC-067,Marion County,74.1,60,0,74.1
SC-069,Marlboro County,74.3,79,0.9,73.4
SC-071,Newberry County,72,42,-1.3,73.3
SC-073,Oconee County,69.3,32,-1.8,71.1
SC-075,Orangeburg County,74.4,55,-0.3,74.7
SC-077,Pickens County,70,51,-0.8,70.8
SC-079,Richland County,73.7,52,-0.5,74.2
SC-081,Saluda County,72.7,53,-0.8,73.5
SC-083,Spartanburg County,70.4,45,-1.1,71.5
SC-085,Sumter County,74.2,67,0.1,74.1
SC-087,Union County,70.8,27,-1.8,72.6
SC-089,Williamsburg County,74.5,67,0,74.5
SC-091,York County,70.8,50,-0.9,71.7
SD-003,Aurora County,62.9,72,1.1,61.8
SD-005,Beadle County,61.4,64,0.5,60.9
SD-007,Bennett County,61.7,73,1,60.7
SD-009,Bon Homme County,63.3,62,0.2,63.1
SD-011,Brookings County,59.7,67,0.4,59.3
SD-013,Brown County,58.8,54,-0.1,58.9
SD-015,Brule County,63.3,74,1.1,62.2
SD-017,Buffalo County,62.3,71,0.7,61.6
SD-019,Butte County,59.7,73,0.9,58.8
SD-021,Campbell County,58.5,48,-0.6,59.1
SD-023,Charles Mix County,63.9,69,0.6,63.3
SD-025,Clark County,59.2,61,0.2,59
SD-027,Clay County,62.6,59,-0.2,62.8
SD-029,Codington County,58.3,62,0.4,57.9
SD-031,Corson County,59.4,67,0.3,59.1
SD-033,Custer County,59.2,74,1.1,58.1
SD-035,Davison County,63,71,0.8,62.2
SD-037,Day County,57.8,55,-0.2,58
SD-039,Deuel County,59.2,67,0.6,58.6
SD-041,Dewey County,60.8,71,0.6,60.2
SD-043,Douglas County,63.3,72,0.8,62.5
SD-045,Edmunds County,58.5,49,-0.6,59.1
SD-047,Fall River County,61.1,70,0.7,60.4
SD-049,Faulk County,59.1,50,-0.5,59.6
SD-051,Grant County,59.3,66,0.5,58.8
SD-053,Gregory County,63.8,76,1,62.8
SD-055,Haakon County,61.5,59,0,61.5
SD-057,Hamlin County,59,62,0.5,58.5
SD-059,Hand County,60.6,59,0,60.6
SD-061,Hanson County,62.8,71,0.8,62
SD-063,Harding County,59.3,84,2.1,57.2
SD-065,Hughes County,62.3,67,0.6,61.7
SD-067,Hutchinson County,63.1,69,0.7,62.4
SD-069,Hyde County,60.4,61,0.2,60.2
SD-071,Jackson County,62.4,63,0.3,62.1
SD-073,Jerauld County,62,69,0.7,61.3
SD-075,Jones County,62.5,59,0,62.5
SD-077,Kingsbury County,60,61,0.2,59.8
SD-079,Lake County,60.5,66,0.3,60.2
SD-081,Lawrence County,55.5,64,0.6,54.9
SD-083,Lincoln County,61.6,56,-0.2,61.8
SD-085,Lyman County,63.2,69,0.6,62.6
SD-087,McCook County,62,71,0.7,61.3
SD-089,McPherson County,57.2,41,-0.9,58.1
SD-091,Marshall County,57.5,48,-0.6,58.1
SD-093,Meade County,60.4,66,0.5,59.9
SD-095,Mellette County,62.9,62,0.2,62.7
SD-097,Miner County,61.3,63,0.3,61
SD-099,Minnehaha County,61.3,67,0.6,60.7
SD-101,Moody County,60.5,70,0.5,60
SD-102,Oglala Lakota County,62.3,79,1.3,61
SD-103,Pennington County,59.7,67,0.7,59
SD-105,Perkins County,59,77,1,58
SD-107,Potter County,59.4,56,-0.2,59.6
SD-109,Roberts County,58.6,54,-0.1,58.7
SD-111,Sanborn County,62.2,66,0.4,61.8
SD-115,Spink County,60.3,61,0.1,60.2
SD-117,Stanley County,62.4,65,0.4,62
SD-119,Sully County,61,60,0.2,60.8
SD-121,Todd County,62.3,70,0.7,61.6
SD-123,Tripp County,63.7,75,1.1,62.6
SD-125,Turner County,62.3,63,0.4,61.9
SD-127,Union County,62.4,56,-0.3,62.7
SD-129,Walworth County,59.1,56,-0.2,59.3
SD-135,Yankton County,62.9,63,0.3,62.6
SD-137,Ziebach County,61.1,79,1,60.1
TN-001,Anderson County,69.1,65,-0.2,69.3
TN-003,Bedford County,70,49,-0.9,70.9
TN-005,Benton County,70.6,61,-0.3,70.9
TN-007,Bledsoe County,68.5,62,-0.2,68.7
TN-009,Blount County,69,45,-0.9,69.9
TN-011,Bradley County,71.5,67,0,71.5
TN-013,Campbell County,67.1,61,-0.4,67.5
TN-015,Cannon County,69.8,62,-0.2,70
TN-017,Carroll County,70.4,57,-0.6,71
TN-019,Carter County,64.8,65,0.1,64.7
TN-021,Cheatham County,71.4,77,0.8,70.6
TN-023,Chester County,71.1,58,-0.3,71.4
TN-025,Claiborne County,66.9,44,-1.1,68
TN-027,Clay County,69.6,58,-0.3,69.9
TN-029,Cocke County,68.7,61,-0.3,69
TN-031,Coffee County,69.1,53,-0.6,69.7
TN-033,Crockett County,71.1,55,-0.4,71.5
TN-035,Cumberland County,66.4,58,-0.6,67
TN-037,Davidson County,71.2,68,0.1,71.1
TN-039,Decatur County,70.7,54,-0.8,71.5
TN-041,DeKalb County,70,60,-0.2,70.2
TN-043,Dickson County,71,80,1.1,69.9
TN-045,Dyer County,71.2,55,-0.6,71.8
TN-047,Fayette County,72.1,55,-0.3,72.4
TN-049,Fentress County,67.6,73,0.7,66.9
TN-051,Franklin County,69.4,53,-0.8,70.2
TN-053,Gibson County,70.7,55,-0.6,71.3
TN-055,Giles County,68.9,34,-1.9,70.8
TN-057,Grainger County,68.5,51,-0.8,69.3
TN-059,Greene County,68.7,55,-0.5,69.2
TN-061,Grundy County,67.8,63,-0.1,67.9
TN-063,Hamblen County,69.3,55,-0.7,70
TN-065,Hamilton County,71.6,73,0.4,71.2
TN-067,Hancock County,67.3,46,-1.1,68.4
TN-069,Hardeman County,71.7,59,-0.2,71.9
TN-071,Hardin County,71.2,54,-0.7,71.9
TN-073,Hawkins County,68.4,50,-0.8,69.2
TN-075,Haywood County,71.4,55,-0.4,71.8
TN-077,Henderson County,70.6,55,-0.5,71.1
TN-079,Henry County,70.7,60,-0.2,70.9
TN-081,Hickman County,70.3,70,0.1,70.2
TN-083,Houston County,71.2,78,0.9,70.3
TN-085,Humphreys County,70.7,67,0.3,70.4
TN-087,Jackson County,69.8,56,-0.5,70.3
TN-089,Jefferson County,69.8,56,-0.5,70.3
TN-091,Johnson County,63.5,71,0.5,63
TN-093,Knox County,70,54,-0.6,70.6
TN-095,Lake County,70.7,46,-1.1,71.8
TN-097,Lauderdale County,71.9,56,-0.3,72.2
TN-099,Lawrence County,68.9,41,-1.5,70.4
TN-101,Lewis County,69,48,-1.1,70.1
TN-103,Lincoln County,69.6,40,-1.7,71.3
TN-105,Loudon County,71.2,69,0.2,71
TN-107,McMinn County,71.4,72,0.4,71
TN-109,McNairy County,71.6,59,-0.3,71.9
TN-111,Macon County,69.1,49,-0.8,69.9
TN-113,Madison County,71.1,57,-0.3,71.4
TN-115,Marion County,70,68,-0.1,70.1
TN-117,Marshall County,69.5,42,-1.3,70.8
TN-119,Maury County,69.8,53,-0.6,70.4
TN-121,Meigs County,71.6,77,0.6,71
TN-123,Monroe County,69.7,63,-0.1,69.8
TN-125,Montgomery County,71.5,77,1.1,70.4
TN-127,Moore County,69.6,45,-1.1,70.7
TN-129,Morgan County,67.8,65,0.2,67.6
TN-131,Obion County,70.5,52,-0.9,71.4
TN-133,Overton County,68.7,61,0,68.7
TN-135,Perry County,70.1,53,-0.8,70.9
TN-137,Pickett County,69.3,78,0.8,68.5
TN-139,Polk County,69.9,62,-0.5,70.4
TN-141,Putnam County,68.6,59,-0.5,69.1
TN-143,Rhea County,70.2,69,0.2,70
TN-145,Roane County,70.8,76,0.4,70.4
TN-147,Robertson County,70.2,62,-0.2,70.4
TN-149,Rutherford County,70.9,65,-0.1,71
TN-151,Scott County,67.1,70,0.3,66.8
TN-153,Sequatchie County,69,68,0.2,68.8
TN-155,Sevier County,67,43,-1,68
TN-157,Shelby County,73.2,56,-0.3,73.5
TN-159,Smith County,70.3,56,-0.6,70.9
TN-161,Stewart County,71.6,77,1,70.6
TN-163,Sullivan County,67.7,62,-0.1,67.8
TN-165,Sumner County,69.8,51,-0.8,70.6
TN-167,Tipton County,72.4,54,-0.3,72.7
TN-169,Trousdale County,70,49,-0.9,70.9
TN-171,Unicoi County,64.6,58,-0.2,64.8
TN-173,Union County,68.2,46,-0.9,69.1
TN-175,Van Buren County,68,58,-0.3,68.3
TN-177,Warren County,69.4,60,-0.2,69.6
TN-179,Washington County,68.1,58,-0.3,68.4
TN-181,Wayne County,69.7,49,-1.1,70.8
TN-183,Weakley County,70.6,55,-0.6,71.2
TN-185,White County,68.7,57,-0.5,69.2
TN-187,Williamson County,70.8,73,0.4,70.4
TN-189,Wilson County,70.5,60,-0.5,71
TX-001,Anderson County,74.8,25,-2.3,77.1
TX-003,Andrews County,71,21,-1.9,72.9
TX-005,Angelina County,77.7,72,0.5,77.2
TX-007,Aransas County,80.8,62,0.4,80.4
TX-009,Archer County,71.8,5,-4.6,76.4
TX-011,Armstrong County,69.3,35,-1.5,70.8
TX-013,Atascosa County,78.8,32,-1.4,80.2
TX-015,Austin County,78,45,-0.6,78.6
TX-017,Bailey County,67,25,-1.8,68.8
TX-019,Bandera County,75.2,33,-1.4,76.6
TX-021,Bastrop County,77.2,33,-1.3,78.5
TX-023,Baylor County,72.1,7,-4.1,76.2
TX-025,Bee County,79.4,36,-0.8,80.2
TX-027,Bell County,75.4,15,-2.2,77.6
TX-029,Bexar County,77.9,33,-1.3,79.2
TX-031,Blanco County,74.9,17,-2.3,77.2
TX-033,Borden County,71.6,16,-2.8,74.4
TX-035,Bosque County,74.4,12,-3.1,77.5
TX-037,Bowie County,73.8,32,-1.5,75.3
TX-039,Brazoria County,80.8,106,1.8,79
TX-041,Brazos County,76.8,30,-1.5,78.3
TX-043,Brewster County,72.9,28,-1.2,74.1
TX-045,Briscoe County,69.8,26,-2.1,71.9
TX-047,Brooks County,81.4,60,0.3,81.1
TX-049,Brown County,72.2,6,-4,76.2
TX-051,Burleson County,76.6,24,-1.7,78.3
TX-053,Burnet County,74.2,10,-3.2,77.4
TX-055,Caldwell County,77.3,24,-1.5,78.8
TX-057,Calhoun County,80.5,79,0.8,79.7
TX-059,Callahan County,71.2,6,-4.3,75.5
TX-061,Cameron County,81.4,47,-0.4,81.8
TX-063,Camp County,73.7,21,-2.1,75.8
TX-065,Carson County,68.6,36,-1.3,69.9
TX-067,Cass County,74.5,35,-1.4,75.9
TX-069,Castro County,67.2,30,-1.6,68.8
TX-071,Chambers County,80,97,1.4,78.6
TX-073,Cherokee County,75.2,33,-1.6,76.8
TX-075,Childress County,71.9,23,-2.5,74.4
TX-077,Clay County,71.5,4,-5,76.5
TX-079,Cochran County,67.8,25,-1.6,69.4
TX-081,Coke County,72.1,13,-3.1,75.2
TX-083,Coleman County,72.3,8,-3.4,75.7
TX-085,Collin County,73.4,18,-3.2,76.6
TX-087,Collingsworth County,70.5,24,-2.5,73
TX-089,Colorado County,78.9,61,0.2,78.7
TX-091,Comal County,76.7,26,-1.4,78.1
TX-093,Comanche County,72.6,8,-3.7,76.3
TX-095,Concho County,72.3,11,-3.2,75.5
TX-097,Cooke County,72.3,8,-3.9,76.2
TX-099,Coryell County,74.8,17,-2.5,77.3
TX-101,Cottle County,72.4,20,-2.5,74.9
TX-103,Crane County,74.5,29,-1.2,75.7
TX-105,Crockett County,73.3,19,-2.3,75.6
TX-107,Crosby County,69.8,21,-2.3,72.1
TX-109,Culberson County,71.1,55,-0.1,71.2
TX-111,Dallam County,65.7,26,-1.7,67.4
TX-113,Dallas County,74.5,15,-3.3,77.8
TX-115,Dawson County,70.7,15,-2.5,73.2
TX-117,Deaf Smith County,67,40,-1.1,68.1
TX-119,Delta County,72.8,20,-3.1,75.9
TX-121,Denton County,73.6,10,-3.6,77.2
TX-123,DeWitt County,78.9,47,-0.6,79.5
TX-125,Dickens County,71.6,26,-2.3,73.9
TX-127,Dimmit County,79.4,28,-1.7,81.1
TX-129,Donley County,69.9,30,-1.9,71.8
TX-131,Duval County,79.5,43,-0.9,80.4
TX-133,Eastland County,71.7,5,-4.1,75.8
TX-135,Ector County,72,23,-1.8,73.8
TX-137,Edwards County,73.7,20,-2.1,75.8
TX-139,Ellis County,74.5,13,-3.6,78.1
TX-141,El Paso County,74.2,79,0.7,73.5
TX-143,Erath County,73,10,-3.3,76.3
TX-145,Falls County,75.4,15,-2.5,77.9
TX-147,Fannin County,73.1,24,-2.6,75.7
TX-149,Fayette County,77.9,43,-0.8,78.7
TX-151,Fisher County,71.7,12,-3.3,75
TX-153,Floyd County,68.2,15,-2.8,71
TX-155,Foard County,72.8,17,-2.9,75.7
TX-157,Fort Bend County,80.5,102,1.6,78.9
TX-159,Franklin County,72.9,18,-2.9,75.8
TX-161,Freestone County,74.9,20,-2.8,77.7
TX-163,Frio County,78.5,30,-1.6,80.1
TX-165,Gaines County,70.3,24,-1.7,72
TX-167,Galveston County,81.5,112,2.4,79.1
TX-169,Garza County,71.6,22,-2.4,74
TX-171,Gillespie County,73.7,25,-1.9,75.6
TX-173,Glasscock County,71.9,20,-2.2,74.1
TX-175,Goliad County,79.5,51,-0.5,80
TX-177,Gonzales County,77.9,26,-1.5,79.4
TX-179,Gray County,69.4,39,-1.2,70.6
TX-181,Grayson County,72.6,13,-3.5,76.1
TX-183,Gregg County,75,35,-1.6,76.6
TX-185,Grimes County,76.8,32,-1.3,78.1
TX-187,Guadalupe County,77.6,23,-1.5,79.1
TX-189,Hale County,68.1,22,-2,70.1
TX-191,Hall County,71.3,24,-2.5,73.8
TX-193,Hamilton County,73.5,9,-3.3,76.8
TX-195,Hansford County,68,20,-2.5,70.5
TX-197,Hardeman County,72.4,15,-2.9,75.3
TX-199,Hardin County,78.4,77,0.8,77.6
TX-201,Harris County,80.2,95,1.4,78.8
TX-203,Harrison County,75.4,39,-1.3,76.7
TX-205,Hartley County,66.6,30,-1.6,68.2
TX-207,Haskell County,72,7,-4,76
TX-209,Hays County,76.3,22,-1.6,77.9
TX-211,Hemphill County,69.4,31,-1.9,71.3
TX-213,Henderson County,74,13,-3.1,77.1
TX-215,Hidalgo County,81.5,43,-0.6,82.1
TX-217,Hill County,74.6,12,-3.5,78.1
TX-219,Hockley County,68.4,21,-1.9,70.3
TX-221,Hood County,73.7,8,-3.7,77.4
TX-223,Hopkins County,72.6,14,-3.3,75.9
TX-225,Houston County,75.9,33,-1.7,77.6
TX-227,Howard County,72,16,-2.6,74.6
TX-229,Hudspeth County,71.7,67,0.5,71.2
TX-231,Hunt County,73,17,-3.1,76.1
TX-233,Hutchinson County,69.4,29,-1.9,71.3
TX-235,Irion County,71.8,15,-2.9,74.7
TX-237,Jack County,71.4,5,-4.6,76
TX-239,Jackson County,80,79,0.9,79.1
TX-241,Jasper County,78.2,88,1.3,76.9
TX-243,Jeff Davis County,68.4,39,-0.9,69.3
TX-245,Jefferson County,79.3,82,0.9,78.4
TX-247,Jim Hogg County,80.2,44,-0.7,80.9
TX-249,Jim Wells County,80.7,58,0,80.7
TX-251,Johnson County,73.9,11,-3.6,77.5
TX-253,Jones County,71.9,7,-4,75.9
TX-255,Karnes County,78.6,30,-1.2,79.8
TX-257,Kaufman County,73.9,10,-3.7,77.6
TX-259,Kendall County,75.1,25,-1.7,76.8
TX-261,Kenedy County,81.8,75,0.7,81.1
TX-263,Kent County,72.3,22,-2.6,74.9
TX-265,Kerr County,73.5,30,-1.5,75
TX-267,Kimble County,72.9,22,-1.9,74.8
TX-269,King County,73.1,24,-2.2,75.3
TX-271,Kinney County,77.4,18,-2.3,79.7
TX-273,Kleberg County,82.2,97,1.5,80.7
TX-275,Knox County,73.1,16,-2.9,76
TX-277,Lamar County,72.9,25,-2.6,75.5
TX-279,Lamb County,67.5,22,-2,69.5
TX-281,Lampasas County,73.7,9,-3.3,77
TX-283,La Salle County,79.1,20,-1.9,81
TX-285,Lavaca County,79.3,66,0.4,78.9
TX-287,Lee County,76.8,29,-1.5,78.3
TX-289,Leon County,75.6,26,-2.1,77.7
TX-291,Liberty County,79,76,0.8,78.2
TX-293,Limestone County,74.9,20,-2.9,77.8
TX-295,Lipscomb County,68.5,25,-2.3,70.8
TX-297,Live Oak County,79.2,25,-1.3,80.5
TX-299,Llano County,74.4,11,-3,77.4
TX-301,Loving County,73.2,31,-1.2,74.4
TX-303,Lubbock County,69.4,28,-1.6,71
TX-305,Lynn County,69.9,18,-2.3,72.2
TX-307,McCulloch County,72.7,10,-3.1,75.8
TX-309,McLennan County,75,15,-2.9,77.9
TX-311,McMullen County,79,23,-1.7,80.7
TX-313,Madison County,76.6,32,-1.3,77.9
TX-315,Marion County,75,36,-1.5,76.5
TX-317,Martin County,71.7,19,-2.3,74
TX-319,Mason County,73.8,22,-2.2,76
TX-321,Matagorda County,80.3,92,1.3,79
TX-323,Maverick County,79.4,22,-1.8,81.2
TX-325,Medina County,77.5,35,-1.4,78.9
TX-327,Menard County,72,15,-2.5,74.5
TX-329,Midland County,72.3,23,-1.9,74.2
TX-331,Milam County,76,23,-2,78
TX-333,Mills County,72.6,4,-3.8,76.4
TX-335,Mitchell County,72,14,-3,75
TX-337,Montague County,71.6,6,-4.4,76
TX-339,Montgomery County,78,51,-0.3,78.3
TX-341,Moore County,67.9,24,-2,69.9
TX-343,Morris County,74.1,31,-1.7,75.8
TX-345,Motley County,71,17,-2.7,73.7
TX-347,Nacogdoches County,76.4,48,-0.3,76.7
TX-349,Navarro County,74.6,11,-3.4,78
TX-351,Newton County,78.5,96,1.7,76.8
TX-353,Nolan County,71,11,-3.2,74.2
TX-355,Nueces County,81.5,78,0.8,80.7
TX-357,Ochiltree County,68.5,25,-2.1,70.6
TX-359,Oldham County,67.8,34,-1.5,69.3
TX-361,Orange County,79.5,98,1.5,78
TX-363,Palo Pinto County,73,10,-3.6,76.6
TX-365,Panola County,75.5,38,-1.3,76.8
TX-367,Parker County,72.9,6,-4,76.9
TX-369,Parmer County,66.8,33,-1.3,68.1
TX-371,Pecos County,73.4,43,-0.7,74.1
TX-373,Polk County,77.3,49,-0.3,77.6
TX-375,Potter County,68.5,31,-1.5,70
TX-377,Presidio County,72.3,37,-0.7,73
TX-379,Rains County,72.9,11,-3.5,76.4
TX-381,Randall County,68,33,-1.2,69.2
TX-383,Reagan County,72.4,24,-1.9,74.3
TX-385,Real County,74,23,-1.8,75.8
TX-387,Red River County,72.9,27,-2.2,75.1
TX-389,Reeves County,73.2,34,-1,74.2
TX-391,Refugio County,80.2,55,0,80.2
TX-393,Roberts County,69.7,34,-1.6,71.3
TX-395,Robertson County,76.1,26,-1.9,78
TX-397,Rockwall County,73.7,14,-3.3,77
TX-399,Runnels County,72.4,8,-3.4,75.8
TX-401,Rusk County,75.2,36,-1.4,76.6
TX-403,Sabine County,77.9,94,1.5,76.4
TX-405,San Augustine County,77.7,88,1.1,76.6
TX-407,San Jacinto County,77.1,37,-0.9,78
TX-409,San Patricio County,80.5,54,0,80.5
TX-411,San Saba County,73.1,7,-3.5,76.6
TX-413,Schleicher County,71.4,13,-3,74.4
TX-415,Scurry County,71.5,14,-2.9,74.4
TX-417,Shackelford County,71.7,6,-4.5,76.2
TX-419,Shelby County,76.1,48,-0.4,76.5
TX-421,Sherman County,67,19,-2.4,69.4
TX-423,Smith County,74.2,24,-2.1,76.3
TX-425,Somervell County,74,9,-3.5,77.5
TX-427,Starr County,81.2,45,-0.7,81.9
TX-429,Stephens County,72.2,8,-4,76.2
TX-431,Sterling County,71.6,12,-2.9,74.5
TX-433,Stonewall County,72.2,11,-3.4,75.6
TX-435,Sutton County,72.6,16,-2.4,75
TX-437,Swisher County,67.8,26,-2,69.8
TX-439,Tarrant County,74,7,-3.8,77.8
TX-441,Taylor County,71.4,7,-3.8,75.2
TX-443,Terrell County,75,20,-1.9,76.9
TX-445,Terry County,69.5,20,-2,71.5
TX-447,Throckmorton County,71.9,7,-4.2,76.1
TX-449,Titus County,73.5,24,-2.1,75.6
TX-451,Tom Green County,72.1,12,-3.4,75.5
TX-453,Travis County,76.4,21,-1.9,78.3
TX-455,Trinity County,76.5,34,-1.2,77.7
TX-457,Tyler County,77.7,76,0.6,77.1
TX-459,Upshur County,74.2,28,-2,76.2
TX-461,Upton County,73.4,27,-1.6,75
TX-463,Uvalde County,77.2,27,-1.7,78.9
TX-465,Val Verde County,76,15,-2.6,78.6
TX-467,Van Zandt County,73.3,12,-3.4,76.7
TX-469,Victoria County,80.1,68,0.5,79.6
TX-471,Walker County,76.4,29,-1.6,78
TX-473,Waller County,78.2,47,-0.3,78.5
TX-475,Ward County,74.2,29,-1.3,75.5
TX-477,Washington County,76.8,26,-1.6,78.4
TX-479,Webb County,79.3,19,-1.9,81.2
TX-481,Wharton County,80,86,1,79
TX-483,Wheeler County,69.8,32,-2,71.8
TX-485,Wichita County,71.8,6,-4.3,76.1
TX-487,Wilbarger County,72.1,9,-3.7,75.8
TX-489,Willacy County,81.4,54,-0.1,81.5
TX-491,Williamson County,75.6,17,-2.2,77.8
TX-493,Wilson County,78.4,30,-1.3,79.7
TX-495,Winkler County,72.5,22,-1.7,74.2
TX-497,Wise County,72.5,7,-4.1,76.6
TX-499,Wood County,73.2,18,-2.9,76.1
TX-501,Yoakum County,68.7,25,-1.6,70.3
TX-503,Young County,71.8,5,-4.3,76.1
TX-505,Zapata County,80.6,29,-1.4,82
TX-507,Zavala County,79,29,-1.6,80.6
UT-001,Beaver County,64.4,117,3.6,60.8
UT-003,Box Elder County,63.8,112,3.6,60.2
UT-005,Cache County,57.7,103,2.6,55.1
UT-007,Carbon County,60.5,121,3.9,56.6
UT-009,Daggett County,55.6,107,2.5,53.1
UT-011,Davis County,65.4,121,4.8,60.6
UT-013,Duchesne County,56.6,120,3.5,53.1
UT-015,Emery County,65.9,115,3.3,62.6
UT-017,Garfield County,63.2,116,3.2,60
UT-019,Grand County,66,111,2.9,63.1
UT-021,Iron County,64.4,123,4.1,60.3
UT-023,Juab County,65.1,105,2.8,62.3
UT-025,Kane County,68,122,3.8,64.2
UT-027,Millard County,66.2,110,3.2,63
UT-029,Morgan County,59,119,4.2,54.8
UT-031,Piute County,57.8,119,3.3,54.5
UT-033,Rich County,54.5,104,2.6,51.9
UT-035,Salt Lake County,64.2,112,3.8,60.4
UT-037,San Juan County,67.1,97,2.1,65
UT-039,Sanpete County,59,119,3.4,55.6
UT-041,Sevier County,59.4,118,3.3,56.1
UT-043,Summit County,53.1,119,3.7,49.4
UT-045,Tooele County,65.7,105,2.7,63
UT-047,Uintah County,61.6,111,3.2,58.4
UT-049,Utah County,61.2,102,2.7,58.5
UT-051,Wasatch County,55.4,116,3.3,52.1
UT-053,Washington County,72.9,126,5.2,67.7
UT-055,Wayne County,65.1,101,2.3,62.8
UT-057,Weber County,61.4,116,4,57.4
VT-001,Addison County,58.3,75,0.9,57.4
VT-003,Bennington County,56.9,84,1.4,55.5
