Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
LA-055,Lafayette Parish,78,59,-0.1,78.1
LA-057,Lafourche Parish,80,94,1.2,78.8
LA-059,La Salle Parish,76.5,58,-0.1,76.6
LA-061,Lincoln Parish,75.3,62,0.1,75.2
LA-063,Livingston Parish,78.2,77,0.7,77.5
LA-065,Madison Parish,76.3,67,0.3,76
LA-067,Morehouse Parish,76,73,0.7,75.3
LA-069,Natchitoches Parish,76.8,67,0.3,76.5
LA-071,Orleans Parish,79.5,84,1,78.5
LA-073,Ouachita Parish,76,73,0.5,75.5
LA-075,Plaquemines Parish,80.3,85,1,79.3
LA-077,Pointe Coupee Parish,78.1,75,0.6,77.5
LA-079,Rapides Parish,77.3,69,0.2,77.1
LA-081,Red River Parish,76.8,72,0.5,76.3
LA-083,Richland Parish,76.2,70,0.4,75.8
LA-085,Sabine Parish,77.2,86,1,76.2
LA-087,St. Bernard Parish,79.6,84,0.9,78.7
LA-089,St. Charles Parish,79.3,80,0.8,78.5
LA-091,St. Helena Parish,77.4,76,0.8,76.6
LA-093,St. James Parish,79.1,87,1,78.1
LA-095,St. John the Baptist Parish,78.9,82,0.8,78.1
LA-097,St. Landry Parish,77.8,66,0.1,77.7
LA-099,St. Martin Parish,78.5,75,0.5,78
LA-101,St. Mary Parish,79.3,83,1,78.3
LA-103,St. Tammany Parish,78.1,80,0.8,77.3
LA-105,Tangipahoa Parish,77.8,77,0.8,77
LA-107,Tensas Parish,76.1,54,-0.4,76.5
LA-109,Terrebonne Parish,80.2,98,1.5,78.7
LA-111,Union Parish,75.3,58,0.1,75.2
LA-113,Vermilion Parish,78.2,51,-0.3,78.5
LA-115,Vernon Parish,77.8,90,1.2,76.6
LA-117,Washington Parish,77.4,78,0.9,76.5
LA-119,Webster Parish,75.8,56,-0.1,75.9
LA-121,West Baton Rouge Parish,78.3,74,0.5,77.8
LA-123,West Carroll Parish,76.3,76,0.8,75.5
LA-125,West Feliciana Parish,77.7,78,0.5,77.2
LA-127,Winn Parish,76.3,67,0.3,76
ME-001,Androscoggin County,59.8,105,2.3,57.5
ME-003,Aroostook County,55.1,101,2.1,53
ME-005,Cumberland County,60.5,109,2.6,57.9
ME-007,Franklin County,55.3,99,1.8,53.5
ME-009,Hancock County,59.6,106,2.6,57
ME-011,Kennebec County,59.8,106,2.3,57.5
ME-013,Knox County,59.7,108,2.4,57.3
ME-015,Lincoln County,60,108,2.3,57.7
ME-017,Oxford County,57.3,102,2.1,55.2
ME-019,Penobscot County,58.2,107,2.4,55.8
ME-021,Piscataquis County,55.8,105,2.3,53.5
ME-023,Sagadahoc County,60.3,107,2.3,58
ME-025,Somerset County,55.8,103,2,53.8
ME-027,Waldo County,59.4,108,2.5,56.9
ME-029,Washington County,59.6,115,3.4,56.2
ME-031,York County,60.7,105,2.3,58.4
MD-001,Allegany County,63.7,46,-0.7,64.4
MD-003,Anne Arundel County,68.9,59,0.2,68.7
MD-005,Baltimore County,66.7,62,0.4,66.3
MD-009,Calvert County,69.2,68,0.5,68.7
MD-011,Caroline County,69.3,93,1.6,67.7
MD-013,Carroll County,64.8,55,-0.1,64.9
MD-015,Cecil County,67.4,59,0.4,67
MD-017,Charles County,69.1,67,0.4,68.7
MD-019,Dorchester County,70.3,91,1.5,68.8
MD-021,Frederick County,64.8,42,-0.8,65.6
MD-023,Garrett County,59.7,53,-0.4,60.1
MD-025,Harford County,67.2,58,0.3,66.9
MD-027,Howard County,66,55,0,66
MD-029,Kent County,68.4,59,0.3,68.1
MD-031,Montgomery County,66.2,51,-0.3,66.5
MD-033,Prince George's County,68.1,55,0.1,68
MD-035,Queen Anne's County,68.6,71,0.6,68
MD-037,St. Mary's County,69.8,77,0.7,69.1
MD-039,Somerset County,70.7,85,1.3,69.4
MD-041,Talbot County,69.9,86,1.2,68.7
MD-043,Washington County,64.6,41,-0.7,65.3
MD-045,Wicomico County,70.2,95,1.8,68.4
MD-047,Worcester County,70.5,90,1.6,68.9
MD-510,Baltimore City,68.7,67,0.5,68.2
MD-511,"Washington, D.C.",68.2,54,0.1,68.1
MA-001,Barnstable County,65.5,113,3.5,62
MA-003,Berkshire County,59.3,88,1.5,57.8
MA-005,Bristol County,64.9,108,2.8,62.1
MA-007,Dukes County,65.9,112,3.3,62.6
MA-009,Essex County,62.8,102,1.8,61
MA-011,Franklin County,61.1,97,1.9,59.2
MA-013,Hampden County,62.3,99,1.9,60.4
MA-015,Hampshire County,61.8,95,1.7,60.1
MA-017,Middlesex County,63.4,106,2.3,61.1
MA-019,Nantucket County,65.2,114,3.4,61.8
MA-021,Norfolk County,64.1,107,2.7,61.4
MA-023,Plymouth County,64.9,110,3,61.9
MA-025,Suffolk County,64.8,107,2.8,62
MA-027,Worcester County,62.1,105,2.5,59.6
MI-001,Alcona County,57,44,-0.3,57.3
MI-003,Alger County,54.7,43,-0.7,55.4
MI-005,Allegan County,61.3,42,-1,62.3
MI-007,Alpena County,57.1,51,-0.1,57.2
MI-009,Antrim County,57.2,45,-0.5,57.7
MI-011,Arenac County,59.6,67,0.4,59.2
MI-013,Baraga County,53.6,50,-0.2,53.8
MI-015,Barry County,60.8,47,-0.8,61.6
MI-017,Bay County,60.8,66,0.4,60.4
MI-019,Benzie County,58.3,70,0.7,57.6
MI-021,Berrien County,63,52,-0.4,63.4
MI-023,Branch County,62.2,57,-0.2,62.4
MI-025,Calhoun County,61.6,54,-0.3,61.9
MI-027,Cass County,62.4,54,-0.2,62.6
MI-029,Charlevoix County,57,39,-0.9,57.9
MI-031,Cheboygan County,56.1,37,-1,57.1
MI-033,Chippewa County,54.4,44,-0.7,55.1
MI-035,Clare County,57.8,56,-0.1,57.9
MI-037,Clinton County,60.1,38,-1.1,61.2
MI-039,Crawford County,56,41,-0.7,56.7
MI-041,Delta County,55.6,42,-0.6,56.2
MI-043,Dickinson County,54.5,52,-0.3,54.8
MI-045,Eaton County,60.7,48,-0.7,61.4
MI-047,Emmet County,56.7,46,-0.5,57.2
MI-049,Genesee County,60.5,46,-0.5,61
MI-051,Gladwin County,59.2,63,0.3,58.9
MI-053,Gogebic County,52.5,28,-1.6,54.1
MI-055,Grand Traverse County,58,67,0.5,57.5
MI-057,Gratiot County,59.8,40,-0.9,60.7
MI-059,Hillsdale County,61.4,56,-0.4,61.8
MI-061,Houghton County,55,53,0.1,54.9
MI-063,Huron County,60.2,59,0.2,60
MI-065,Ingham County,60.5,47,-0.6,61.1
MI-067,Ionia County,59.9,41,-1.1,61
MI-069,Iosco County,58.3,55,0,58.3
MI-071,Iron County,52.8,46,-0.6,53.4
MI-073,Isabella County,59.1,54,-0.3,59.4
MI-075,Jackson County,61,58,-0.3,61.3
MI-077,Kalamazoo County,61.9,50,-0.4,62.3
MI-079,Kalkaska County,56.7,47,-0.3,57
MI-081,Kent County,59.9,39,-1,60.9
MI-083,Keweenaw County,55,61,0.4,54.6
MI-085,Lake County,57.4,36,-1.1,58.5
MI-087,Lapeer County,60.9,55,0,60.9
MI-089,Leelanau County,58.4,72,0.5,57.9
MI-091,Lenawee County,62.5,59,0,62.5
MI-093,Livingston County,60.7,53,0,60.7
MI-095,Luce County,54,45,-0.6,54.6
MI-097,Mackinac County,55.1,45,-0.6,55.7
MI-099,Macomb County,62.9,60,0.4,62.5
MI-101,Manistee County,58.2,58,-0.1,58.3
MI-103,Marquette County,53.9,45,-0.4,54.3
MI-105,Mason County,58.6,44,-0.5,59.1
MI-107,Mecosta County,57.7,37,-1,58.7
MI-109,Menominee County,56.1,49,-0.5,56.6
MI-111,Midland County,60.4,61,0.1,60.3
MI-113,Missaukee County,56.5,48,-0.4,56.9
MI-115,Monroe County,63.9,66,0.4,63.5
MI-117,Montcalm County,58.8,39,-1,59.8
MI-119,Montmorency County,55.8,36,-1,56.8
MI-121,Muskegon County,60.7,61,0.2,60.5
MI-123,Newaygo County,58.5,41,-0.8,59.3
MI-125,Oakland County,61.4,55,0.1,61.3
MI-127,Oceana County,59.3,55,-0.1,59.4
MI-129,Ogemaw County,57.6,60,0.2,57.4
MI-131,Ontonagon County,54,40,-0.8,54.8
MI-133,Osceola County,56.6,39,-0.9,57.5
MI-135,Oscoda County,56.2,44,-0.5,56.7
MI-137,Otsego County,55.1,30,-1.3,56.4
MI-139,Ottawa County,60.9,45,-0.7,61.6
MI-141,Presque Isle County,56.3,38,-0.9,57.2
MI-143,Roscommon County,57.1,58,0.1,57
MI-145,Saginaw County,60.6,52,-0.4,61
MI-147,St. Clair County,62.6,68,0.6,62
MI-149,St. Joseph County,62.6,55,-0.2,62.8
MI-151,Sanilac County,61,58,0.2,60.8
MI-153,Schoolcraft County,55,39,-0.8,55.8
MI-155,Shiawassee County,59.7,35,-1.4,61.1
MI-157,Tuscola County,60.7,60,0,60.7
MI-159,Van Buren County,62,49,-0.6,62.6
MI-161,Washtenaw County,61.8,63,0.4,61.4
MI-163,Wayne County,63.5,66,0.5,63
MI-165,Wexford County,56.7,49,-0.3,57
MN-001,Aitkin County,54.3,39,-0.7,55
MN-003,Anoka County,59.3,53,-0.2,59.5
MN-005,Becker County,55.1,45,-0.8,55.9
MN-007,Beltrami County,53.7,41,-0.7,54.4
MN-009,Benton County,57.9,58,0.2,57.7
MN-011,Big Stone County,59.8,69,0.6,59.2
MN-013,Blue Earth County,60.2,47,-0.8,61
MN-015,Brown County,60.8,60,-0.1,60.9
MN-017,Carlton County,54.3,44,-0.4,54.7
MN-019,Carver County,59.4,42,-0.8,60.2
MN-021,Cass County,54.5,38,-0.9,55.4
MN-023,Chippewa County,60.2,67,0.5,59.7
MN-025,Chisago County,58,45,-0.7,58.7
MN-027,Clay County,57.4,50,-0.2,57.6
MN-029,Clearwater County,53.7,39,-1.2,54.9
MN-031,Cook County,49.9,28,-1.6,51.5
MN-033,Cottonwood County,60.8,74,0.6,60.2
MN-035,Crow Wing County,55.8,46,-0.3,56.1
MN-037,Dakota County,60,47,-0.7,60.7
MN-039,Dodge County,58.8,56,-0.4,59.2
MN-041,Douglas County,57.2,54,0.1,57.1
MN-043,Faribault County,60.1,48,-0.9,61
MN-045,Fillmore County,58.5,43,-0.9,59.4
MN-047,Freeborn County,59.4,49,-0.8,60.2
MN-049,Goodhue County,59.4,47,-0.6,60
MN-051,Grant County,58.4,54,0.2,58.2
MN-053,Hennepin County,59.7,52,-0.4,60.1
MN-055,Houston County,60,46,-0.6,60.6
MN-057,Hubbard County,54,36,-1.3,55.3
MN-059,Isanti County,58.5,56,0,58.5
MN-061,Itasca County,52.8,35,-1.1,53.9
MN-063,Jackson County,60.8,75,0.6,60.2
MN-065,Kanabec County,56.6,48,-0.4,57
MN-067,Kandiyohi County,58.2,43,-0.8,59
MN-069,Kittson County,56.3,80,1.4,54.9
MN-071,Koochiching County,53.5,58,0.1,53.4
MN-073,Lac qui Parle County,60.6,72,0.8,59.8
MN-075,Lake County,51.9,47,-0.5,52.4
MN-077,Lake of the Woods County,53.9,66,0.5,53.4
MN-079,Le Sueur County,59.7,41,-0.9,60.6
MN-081,Lincoln County,59.7,67,0.4,59.3
MN-083,Lyon County,60.5,61,0.3,60.2
MN-085,McLeod County,58.6,38,-1.2,59.8
MN-087,Mahnomen County,54.9,43,-0.7,55.6
MN-089,Marshall County,56.4,76,1.2,55.2
MN-091,Martin County,60.5,61,-0.1,60.6
MN-093,Meeker County,57.7,36,-1.2,58.9
MN-095,Mille Lacs County,57.4,59,0.4,57
MN-097,Morrison County,57.2,56,0.2,57
MN-099,Mower County,58.9,54,-0.4,59.3
MN-101,Murray County,60.1,65,0.4,59.7
MN-103,Nicollet County,60.2,45,-0.8,61
MN-105,Nobles County,60.4,65,0.3,60.1
MN-107,Norman County,57.1,57,-0.1,57.2
MN-109,Olmsted County,58.8,53,-0.4,59.2
MN-111,Otter Tail County,56.5,47,-0.4,56.9
MN-113,Pennington County,56.4,72,0.9,55.5
MN-115,Pine County,55.5,45,-0.6,56.1
MN-117,Pipestone County,59.9,67,0.5,59.4
MN-119,Polk County,56.9,66,0.4,56.5
MN-121,Pope County,58.2,55,0.3,57.9
MN-123,Ramsey County,60.2,55,-0.2,60.4
MN-125,Red Lake County,56.7,68,0.6,56.1
MN-127,Redwood County,60.6,60,0,60.6
MN-129,Renville County,59.6,48,-0.6,60.2
MN-131,Rice County,59.3,44,-0.9,60.2
MN-133,Rock County,60.6,61,0.2,60.4
MN-135,Roseau County,54.6,71,0.8,53.8
MN-137,St. Louis County,52.5,46,-0.5,53
MN-139,Scott County,59.8,43,-1,60.8
MN-141,Sherburne County,58.6,55,0,58.6
MN-143,Sibley County,59.6,42,-0.9,60.5
MN-145,Stearns County,57.4,44,-0.5,57.9
MN-147,Steele County,59.1,54,-0.6,59.7
MN-149,Stevens County,59.2,72,0.6,58.6
MN-151,Swift County,59.7,69,0.6,59.1
MN-153,Todd County,56.8,53,-0.1,56.9
MN-155,Traverse County,59,55,0.1,58.9
MN-157,Wabasha County,59.6,54,-0.4,60
MN-159,Wadena County,55.6,41,-0.6,56.2
MN-161,Waseca County,59.4,45,-0.9,60.3
MN-163,Washington County,59.8,52,-0.3,60.1
MN-165,Watonwan County,61,60,0.1,60.9
MN-167,Wilkin County,58,51,-0.3,58.3
MN-169,Winona County,59.4,47,-0.5,59.9
MN-171,Wright County,58.5,44,-0.6,59.1
MN-173,Yellow Medicine County,60.7,62,0.5,60.2
MS-001,Adams County,76.7,67,0,76.7
MS-003,Alcorn County,72.1,60,-0.4,72.5
MS-005,Amite County,76.7,76,0.6,76.1
MS-007,Attala County,74.4,63,0,74.4
MS-009,Benton County,72.1,55,-0.6,72.7
MS-011,Bolivar County,75.2,68,0.4,74.8
MS-013,Calhoun County,73.9,58,-0.5,74.4
MS-015,Carroll County,75.1,76,0.6,74.5
MS-017,Chickasaw County,74.4,67,-0.1,74.5
MS-019,Choctaw County,74.3,72,0.4,73.9
MS-021,Claiborne County,76.2,63,0,76.2
MS-023,Clarke County,76.2,78,1,75.2
MS-025,Clay County,75.3,74,0.5,74.8
MS-027,Coahoma County,74.4,59,-0.1,74.5
MS-029,Copiah County,76.6,78,0.6,76
MS-031,Covington County,76.6,76,0.8,75.8
MS-033,DeSoto County,73.1,48,-0.8,73.9
MS-035,Forrest County,76.6,72,0.4,76.2
MS-037,Franklin County,76.3,73,0.2,76.1
MS-039,George County,76.6,67,0.2,76.4
MS-041,Greene County,76.4,68,0.2,76.2
MS-043,Grenada County,74.7,67,0.1,74.6
MS-045,Hancock County,77.4,76,0.5,76.9
MS-047,Harrison County,77,69,0.2,76.8
MS-049,Hinds County,76.7,77,0.7,76
MS-051,Holmes County,75.7,74,0.6,75.1
MS-053,Humphreys County,76.6,83,1.1,75.5
MS-055,Issaquena County,76.6,80,0.9,75.7
MS-057,Itawamba County,73.3,56,-0.5,73.8
MS-059,Jackson County,77.5,77,0.6,76.9
MS-061,Jasper County,76.1,81,1,75.1
MS-063,Jefferson County,76.1,61,-0.1,76.2
MS-065,Jefferson Davis County,76.6,77,0.9,75.7
MS-067,Jones County,76.8,76,0.8,76
MS-069,Kemper County,75.7,80,0.8,74.9
MS-071,Lafayette County,73.1,50,-1,74.1
MS-073,Lamar County,76.6,72,0.5,76.1
MS-075,Lauderdale County,76.1,83,1.2,74.9
MS-077,Lawrence County,76.9,78,0.9,76
MS-079,Leake County,74.7,63,0,74.7
MS-081,Lee County,73.9,59,-0.3,74.2
MS-083,Leflore County,76.2,83,1.2,75
MS-085,Lincoln County,76.4,79,0.6,75.8
MS-087,Lowndes County,75.4,73,0.3,75.1
MS-089,Madison County,75.8,65,0.1,75.7
MS-091,Marion County,77.2,77,0.9,76.3
MS-093,Marshall County,72.4,47,-0.9,73.3
MS-095,Monroe County,74.7,70,0.1,74.6
MS-097,Montgomery County,74.2,62,0,74.2
MS-099,Neshoba County,74.7,71,0.4,74.3
MS-101,Newton County,75.5,79,0.9,74.6
MS-103,Noxubee County,76,81,1,75
MS-105,Oktibbeha County,75.5,77,0.9,74.6
MS-107,Panola County,73.4,48,-0.9,74.3
MS-109,Pearl River County,77,75,0.7,76.3
MS-111,Perry County,76.6,72,0.4,76.2
MS-113,Pike County,76.9,79,0.9,76
MS-115,Pontotoc County,73.6,56,-0.5,74.1
MS-117,Prentiss County,72.8,58,-0.4,73.2
MS-119,Quitman County,74.2,55,-0.4,74.6
MS-121,Rankin County,76.2,77,0.7,75.5
MS-123,Scott County,75.3,73,0.6,74.7
MS-125,Sharkey County,76.6,81,0.9,75.7
MS-127,Simpson County,76.4,77,0.8,75.6
MS-129,Smith County,76.2,78,1,75.2
MS-131,Stone County,76.5,69,0.3,76.2
MS-133,Sunflower County,75.9,77,0.8,75.1
MS-135,Tallahatchie County,75,70,0.2,74.8
MS-137,Tate County,73,43,-1.1,74.1
MS-139,Tippah County,72.3,57,-0.4,72.7
MS-141,Tishomingo County,71.9,53,-0.6,72.5
MS-143,Tunica County,73.7,53,-0.6,74.3
MS-145,Union County,73.1,55,-0.6,73.7
MS-147,Walthall County,77,80,0.9,76.1
MS-149,Warren County,76.6,72,0.5,76.1
MS-151,Washington County,76.2,78,0.8,75.4
MS-153,Wayne County,76.1,70,0.4,75.7
MS-155,Webster County,74.2,64,0.1,74.1
MS-157,Wilkinson County,77,72,0.3,76.7
MS-159,Winston County,74.7,75,0.6,74.1
MS-161,Yalobusha County,73.9,61,-0.4,74.3
MS-163,Yazoo County,76.4,72,0.5,75.9
MO-001,Adair County,64.5,39,-1.3,65.8
MO-003,Andrew County,63.7,24,-3.2,66.9
MO-005,Atchison County,63.8,26,-2.6,66.4
MO-007,Audrain County,66.2,37,-1.3,67.5
MO-009,Barry County,69.7,65,0.3,69.4
MO-011,Barton County,68.5,34,-1.9,70.4
MO-013,Bates County,67.7,31,-1.9,69.6
MO-015,Benton County,67.3,35,-1.5,68.8
MO-017,Bollinger County,68,39,-1.2,69.2
MO-019,Boone County,67.4,46,-0.8,68.2
MO-021,Buchanan County,65.2,27,-2.2,67.4
MO-023,Butler County,69.8,45,-1,70.8
MO-025,Caldwell County,65.5,39,-1.3,66.8
MO-027,Callaway County,67.6,48,-0.7,68.3
MO-029,Camden County,67.9,44,-1,68.9
MO-031,Cape Girardeau County,68.5,51,-0.8,69.3
MO-033,Carroll County,65.3,25,-2.4,67.7
MO-035,Carter County,68.4,53,-0.5,68.9
MO-037,Cass County,66.7,34,-1.7,68.4
MO-039,Cedar County,68.6,39,-1.3,69.9
MO-041,Chariton County,65.5,26,-2.2,67.7
MO-043,Christian County,68.6,64,0,68.6
MO-045,Clark County,64.8,30,-1.8,66.6
MO-047,Clay County,65.5,27,-2.3,67.8
MO-049,Clinton County,64.9,32,-2,66.9
MO-051,Cole County,68.6,55,-0.2,68.8
MO-053,Cooper County,67.3,43,-0.9,68.2
MO-055,Crawford County,66.8,55,-0.5,67.3
MO-057,Dade County,68.6,42,-1.1,69.7
MO-059,Dallas County,67.7,46,-0.9,68.6
MO-061,Daviess County,64.5,29,-2,66.5
MO-063,DeKalb County,64.3,26,-2.3,66.6
MO-065,Dent County,67,55,-0.4,67.4
MO-067,Douglas County,68.4,61,0,68.4
MO-069,Dunklin County,71.2,50,-0.6,71.8
MO-071,Franklin County,67.4,53,-0.5,67.9
MO-073,Gasconade County,67.2,48,-0.6,67.8
MO-075,Gentry County,63.6,26,-2.4,66
MO-077,Greene County,68.5,61,-0.1,68.6
MO-079,Grundy County,64,25,-2.4,66.4
MO-081,Harrison County,63.8,32,-1.8,65.6
MO-083,Henry County,67.3,33,-2.1,69.4
MO-085,Hickory County,67.4,36,-1.7,69.1
MO-087,Holt County,64.4,26,-2.7,67.1
MO-089,Howard County,66.6,39,-1.3,67.9
MO-091,Howell County,69.7,82,1.4,68.3
MO-093,Iron County,66.5,51,-0.7,67.2
MO-095,Jackson County,66.2,31,-2,68.2
MO-097,Jasper County,68.9,40,-1.4,70.3
MO-099,Jefferson County,68.7,64,0.1,68.6
MO-101,Johnson County,66.5,35,-1.7,68.2
MO-103,Knox County,64.8,35,-1.5,66.3
MO-105,Laclede County,68.1,55,-0.2,68.3
MO-107,Lafayette County,65.9,29,-2,67.9
MO-109,Lawrence County,68.7,51,-0.5,69.2
MO-111,Lewis County,65,29,-2.1,67.1
MO-113,Lincoln County,67.3,52,-0.4,67.7
MO-115,Linn County,64.4,25,-2.5,66.9
MO-117,Livingston County,64.8,25,-2.4,67.2
MO-119,McDonald County,70.1,53,-0.2,70.3
MO-121,Macon County,64.5,27,-2.2,66.7
MO-123,Madison County,67.1,44,-1,68.1
MO-125,Maries County,68.2,58,-0.2,68.4
MO-127,Marion County,66,40,-1.4,67.4
MO-129,Mercer County,63.2,25,-2.5,65.7
MO-131,Miller County,68.3,51,-0.5,68.8
MO-133,Mississippi County,69.8,41,-1.1,70.9
MO-135,Moniteau County,67.9,51,-0.5,68.4
MO-137,Monroe County,65.7,35,-1.6,67.3
MO-139,Montgomery County,66.9,47,-0.7,67.6
MO-141,Morgan County,67.2,41,-1.1,68.3
MO-143,New Madrid County,69.9,36,-1.6,71.5
MO-145,Newton County,69.4,48,-0.7,70.1
MO-147,Nodaway County,62.6,19,-3.3,65.9
MO-149,Oregon County,69.9,76,1,68.9
MO-151,Osage County,68.1,50,-0.5,68.6
MO-153,Ozark County,69.1,62,-0.1,69.2
MO-155,Pemiscot County,71.4,51,-0.7,72.1
MO-157,Perry County,68,50,-0.7,68.7
MO-159,Pettis County,66.8,36,-1.5,68.3
MO-161,Phelps County,68,57,-0.1,68.1
MO-163,Pike County,66.4,47,-0.8,67.2
MO-165,Platte County,65.8,30,-2.1,67.9
MO-167,Polk County,68.4,48,-0.5,68.9
MO-169,Pulaski County,68.6,63,0.1,68.5
MO-171,Putnam County,63.1,24,-2.6,65.7
MO-173,Ralls County,66.3,42,-1,67.3
MO-175,Randolph County,65.3,29,-2.1,67.4
MO-177,Ray County,65.6,30,-1.9,67.5
MO-179,Reynolds County,66.8,50,-0.8,67.6
MO-181,Ripley County,69.7,56,-0.3,70
MO-183,St. Charles County,68.3,56,-0.3,68.6
MO-185,St. Clair County,68,34,-1.8,69.8
MO-186,Ste. Genevieve County,68.2,57,-0.3,68.5
MO-187,St. Francois County,67.2,58,-0.5,67.7
MO-189,St. Louis County,68.9,56,-0.2,69.1
MO-195,Saline County,66.3,33,-1.7,68
MO-197,Schuyler County,64.1,36,-1.5,65.6
MO-199,Scotland County,64.8,38,-1.1,65.9
MO-201,Scott County,69.2,38,-1.2,70.4
MO-203,Shannon County,68.4,71,0.3,68.1
MO-205,Shelby County,65,33,-1.8,66.8
MO-207,Stoddard County,69.4,35,-1.5,70.9
MO-209,Stone County,69.7,65,0.2,69.5
MO-211,Sullivan County,63.6,25,-2.5,66.1
MO-213,Taney County,69.6,60,-0.1,69.7
MO-215,Texas County,68.3,68,0.5,67.8
MO-217,Vernon County,68.4,34,-1.9,70.3
MO-219,Warren County,67.4,55,-0.3,67.7
MO-221,Washington County,66.9,56,-0.5,67.4
MO-223,Wayne County,68.1,41,-1.1,69.2
MO-225,Webster County,67.6,58,-0.1,67.7
MO-227,Worth County,63.2,30,-2,65.2
MO-229,Wright County,67.7,58,-0.2,67.9
MO-510,St. Louis City,69.4,60,0,69.4
MT-001,Beaverhead County,53.3,117,4.6,48.7
MT-003,Big Horn County,59.8,104,3.2,56.6
MT-005,Blaine County,57.2,102,2.5,54.7
MT-007,Broadwater County,57.6,111,4.3,53.3
MT-009,Carbon County,57.3,110,4.1,53.2
MT-011,Carter County,59,86,2.2,56.8
MT-013,Cascade County,57.2,105,3.1,54.1
MT-015,Chouteau County,58.4,104,3,55.4
MT-017,Custer County,60.1,87,2,58.1
MT-019,Daniels County,55.1,82,1.7,53.4
MT-021,Dawson County,58.5,85,1.7,56.8
MT-023,Deer Lodge County,53,117,4.9,48.1
MT-025,Fallon County,58.6,80,1.5,57.1
MT-027,Fergus County,58.2,100,2.9,55.3
MT-029,Flathead County,54.4,116,4.9,49.5
MT-031,Gallatin County,54.4,113,4,50.4
MT-033,Garfield County,59,91,2,57
MT-035,Glacier County,54.4,112,5,49.4
MT-037,Golden Valley County,57.9,96,2.5,55.4
MT-039,Granite County,53.6,114,4.5,49.1
MT-041,Hill County,57.1,104,3.1,54
MT-043,Jefferson County,56.3,118,5.4,50.9
MT-045,Judith Basin County,56.3,110,4.1,52.2
MT-047,Lake County,58.2,116,4.8,53.4
MT-049,Lewis and Clark County,55.6,113,4.6,51
MT-051,Liberty County,56.7,106,3,53.7
MT-053,Lincoln County,56.9,118,5.4,51.5
MT-055,McCone County,58.2,86,1.8,56.4
MT-057,Madison County,54.4,114,4.3,50.1
MT-059,Meagher County,54.7,114,4.8,49.9
MT-061,Mineral County,57.1,116,4.6,52.5
MT-063,Missoula County,55.9,114,4.3,51.6
MT-065,Musselshell County,59.7,95,2.7,57
MT-067,Park County,53.8,113,4.4,49.4
MT-069,Petroleum County,60.4,94,2.5,57.9
MT-071,Phillips County,58.3,95,2.1,56.2
MT-073,Pondera County,56.5,110,4.2,52.3
MT-075,Powder River County,59.9,87,2.1,57.8
MT-077,Powell County,54.7,116,5.1,49.6
MT-079,Prairie County,59.3,90,1.9,57.4
MT-081,Ravalli County,54.2,115,3.8,50.4
MT-083,Richland County,57.8,81,1.4,56.4
MT-085,Roosevelt County,57.1,81,1.6,55.5
MT-087,Rosebud County,59.7,93,2.2,57.5
MT-089,Sanders County,57.3,114,3.9,53.4
MT-091,Sheridan County,56.2,83,1.7,54.5
MT-093,Silver Bow County,54.6,118,4.8,49.8
MT-095,Stillwater County,57.2,99,2.8,54.4
MT-097,Sweet Grass County,56.6,109,3.6,53
MT-099,Teton County,56.2,109,4.3,51.9
MT-101,Toole County,56.7,107,3.3,53.4
MT-103,Treasure County,60.1,95,2.3,57.8
MT-105,Valley County,57,87,2,55
MT-107,Wheatland County,57.1,110,3.9,53.2
MT-109,Wibaux County,58.3,80,1.4,56.9
MT-111,Yellowstone County,60,96,2.3,57.7
NE-001,Adams County,64,45,-0.9,64.9
NE-003,Antelope County,62.3,54,-0.6,62.9
NE-005,Arthur County,61.9,71,0.7,61.2
NE-007,Banner County,60.3,71,1,59.3
NE-009,Blaine County,62.8,65,0.2,62.6
NE-011,Boone County,62.5,54,-0.6,63.1
NE-013,Box Butte County,60,66,0.6,59.4
NE-015,Boyd County,63.6,66,0.3,63.3
NE-017,Brown County,63.5,80,1.2,62.3
NE-019,Buffalo County,63.8,58,-0.3,64.1
NE-021,Burt County,63.4,52,-0.5,63.9
NE-023,Butler County,63.8,54,-0.5,64.3
NE-025,Cass County,64.1,37,-1.7,65.8
NE-027,Cedar County,62.4,58,-0.4,62.8
NE-029,Chase County,63.2,52,-0.6,63.8
NE-031,Cherry County,61.9,73,1.1,60.8
NE-033,Cheyenne County,61.4,68,0.7,60.7
NE-035,Clay County,64,41,-1.2,65.2
NE-037,Colfax County,63.3,52,-0.6,63.9
NE-039,Cuming County,63,54,-0.5,63.5
NE-041,Custer County,62.7,64,0.2,62.5
NE-043,Dakota County,62.9,55,-0.2,63.1
NE-045,Dawes County,61.3,71,1.1,60.2
NE-047,Dawson County,63.4,55,-0.5,63.9
NE-049,Deuel County,63.3,72,1,62.3
NE-051,Dixon County,62.5,56,-0.5,63
NE-053,Dodge County,63.7,52,-0.6,64.3
NE-055,Douglas County,64.4,45,-0.8,65.2
NE-057,Dundy County,63.8,49,-0.7,64.5
NE-059,Fillmore County,64,36,-1.7,65.7
NE-061,Franklin County,63.8,32,-1.9,65.7
NE-063,Frontier County,64,56,-0.3,64.3
NE-065,Furnas County,65,51,-0.5,65.5
NE-067,Gage County,64,33,-2.3,66.3
NE-069,Garden County,61.5,68,0.8,60.7
NE-071,Garfield County,61.1,47,-1.1,62.2
